"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000259768",80.9473034991257,2.20654676593565,0.484876044856262,4.55074402900182,5.34565486263782e-06,0.000394896669164308
"ENSG00000269028",2339.28320075952,-1.66491760729645,0.365900459744836,-4.55019271759729,5.3596804422794e-06,0.000394896669164308
"ENSG00000202054",68.3620550966278,2.54015452683328,0.559025191212628,4.54389992930949,5.52228818217843e-06,0.000404713226457736
"ENSG00000210184",872.82594671562,2.10118132068043,0.462664688618745,4.54147760217745,5.58613214961395e-06,0.000407226078081381
"ENSG00000251990",100.950204448086,2.18956320467316,0.482955092196924,4.53367867954971,5.79651874273249e-06,0.000419833036207158
"ENSG00000164346",107.156775111429,-2.01322694298142,0.444144009190727,-4.53282471748232,5.82001088079309e-06,0.000419833036207158
"ENSG00000249072",6.81534392072878,6.67535278247391,1.47317956955682,4.53125533398625,5.86342178582976e-06,0.000420761590443554
"ENSG00000148773",148.850148317752,-2.21226446512428,0.488387221072104,-4.52973454192338,5.90578414398781e-06,0.000421605668061472
"ENSG00000200839",48.1208057917176,2.35648510283722,0.520543372836154,4.52697167192435,5.98349573891271e-06,0.000424951568508966
"ENSG00000201662",51.4412542621554,2.50817471418741,0.555163137242768,4.51790572163045,6.24542791716743e-06,0.00044127951714222
"ENSG00000185518",6.77063493069787,6.66097140270758,1.47505034135194,4.51575869376942,6.30904746831789e-06,0.000443287345602554
"ENSG00000243738",49.1326942444533,2.0491458510446,0.45387481211167,4.51478204201479,6.3381918336263e-06,0.000443287345602554
"ENSG00000107798",34.6471364160147,2.30554400724006,0.510818583628149,4.5134301709712,6.37874578829827e-06,0.000443870502379664
"ENSG00000204628",1604.3791008035,-1.45363365162376,0.322304429315018,-4.51012620184313,6.47890703149952e-06,0.000448574779296484
"ENSG00000256222",38.3256344433846,2.39944232260669,0.533492743633078,4.49761004482745,6.87215934026586e-06,0.000472447751101371
"ENSG00000252714",39.0210116783984,2.92089562465342,0.649522682769984,4.49698786837872,6.89229191256899e-06,0.000472447751101371
"ENSG00000199900",49.0010025227079,2.77875179237039,0.618217538900803,4.49477993993997,6.96419302855518e-06,0.000475013126472442
"ENSG00000210100",235.625413230564,2.06594121307385,0.460216699271479,4.48906181880021,7.15375367700639e-06,0.000485539005723123
"ENSG00000249087",225.320986781664,2.15503368790334,0.482525485544007,4.46615516167756,7.96378612489896e-06,0.000537867868768911
"ENSG00000130635",22.8090887960988,-3.92603407243822,0.885370770390941,-4.43433892752598,9.23552377405721e-06,0.000620717300287611
"ENSG00000210127",347.934155386353,1.90315292921329,0.42959129845372,4.43014776152018,9.41685426757028e-06,0.000629832126692152
"ENSG00000202187",116.223569803973,2.11147840996559,0.479309089904546,4.40525425959706,1.05659871569787e-05,0.0007032761886418
"ENSG00000200275",244.041189157074,1.81539041390446,0.412385817015552,4.4021650090745,1.07175993288585e-05,0.000709937901697178
"ENSG00000252619",13.9094360945169,3.78716569674645,0.861855982750776,4.39419783878392,1.11182529182587e-05,0.000732376720127388
"ENSG00000133316",167.44177583352,2.56993256968246,0.58496210092907,4.39333174850259,1.11626586751888e-05,0.000732376720127388
"ENSG00000222232",69.5282392744619,2.14272765382789,0.487978206064558,4.39103145836889,1.12814215527098e-05,0.00073666078745609
"ENSG00000067066",61.6997860105749,2.37444388439034,0.544016026907481,4.36465796400911,1.27321817119703e-05,0.000827471696356261
"ENSG00000184349",22.9214177285949,2.76788036072491,0.635304880143934,4.35677490797462,1.31992883532218e-05,0.000850618620003331
"ENSG00000078295",12.8720886038459,4.02416726719116,0.923701412107147,4.35656719200118,1.32118148265868e-05,0.000850618620003331
"ENSG00000276956",28.5467222958068,2.37640552186516,0.546182035074803,4.35094047269367,1.35554852857659e-05,0.000868685936126893
"ENSG00000133115",6.51008734923594,6.59326986664329,1.51647551635441,4.34775886292806,1.3753569602091e-05,0.000877299453600043
"ENSG00000117597",34.7195641720576,-2.53886003103218,0.585186413868628,-4.33854917144769,1.4342639752079e-05,0.000910658481585921
"ENSG00000129596",28.8503168001852,2.5431996090259,0.586959627229756,4.33283566883281,1.47200985001344e-05,0.000930337234563543
